2017-10-30,中原证券,002142,宁波银行,"推荐宁波银行季报点评:业绩增速稳定,资产质量持续向好",webcache\20171030\webcache-7c3381c8d1d724a5.html,sina,
2017-10-30,天风证券,603868,飞科电器,"推荐飞科电器:消费升级带动结构提升,费用控制带来利润增长",webcache\20171030\webcache-2bb4e2e68f867a4.html,sina,
2017-10-30,天风证券,603868,飞科电器,"推荐飞科电器:消费升级带动结构提升,费用控制带来利润增长",webcache\20171030\webcache-2bb4e2e68f867a4.html,sina,
2017-10-30,平安证券,600201,生物股份,"推荐生物股份:第三季度净利润超预期,期待全年业绩表现",webcache\20171030\webcache-3ddf8ddc0f1123b5.html,sina,
2017-10-30,浙商证券,601677,明泰铝业,"推荐明泰铝业2017年三季报点评:三季报业绩符合预期,毛利率创新高",webcache\20171030\webcache-364b9412fb8b6d1.html,sina,
2017-10-30,联讯证券,600125,铁龙物流,"   
    看好铁路混改,继续推荐铁龙物流   
    年初至今混改进程不断推进,铁总向包括一汽、阿里、腾讯、中远海运等多家企业抛出混改橄榄枝",webcache\20171030\webcache-11e12090c1405ce7.html,sina,
2017-10-30,联讯证券,600125,铁龙物流,"推荐铁龙物流:三季度利润维持高增长,长期看好混改逻辑",webcache\20171030\webcache-11e12090c1405ce7.html,sina,
2017-10-30,联讯证券,600125,铁龙物流,"推荐铁龙物流:三季度利润维持高增长,长期看好混改逻辑",webcache\20171030\webcache-11e12090c1405ce7.html,sina,
2017-10-30,中泰证券,300335,迪森股份,"推荐迪森股份:毛利率提升显著,业绩有望保持高增长",webcache\20171030\webcache-7abec23a2fd16a1d.html,sina,
2017-10-30,中泰证券,300335,迪森股份,"推荐迪森股份:毛利率提升显著,业绩有望保持高增长",webcache\20171030\webcache-7abec23a2fd16a1d.html,sina,
2017-10-30,中泰证券,600229,城市传媒,"城市传媒是市属的出版发行公司,国有控股,但兼具民企作风,机制相对灵活,市场化程度高,因此在纸价上涨背景下,可以依靠市场化的定价等机制消化其负面影响,继续保持较高的毛利率水平",webcache\20171030\webcache-1495c654db1b6b5d.html,sina,
2017-10-30,中泰证券,600229,城市传媒,"此次完成全资控股,可增强品牌控制力,并将之与城市传媒原有资源等优势相结合,充分发挥与图书、影视等业务的协同优势,IP 全产业链开发运营深化推进",webcache\20171030\webcache-1495c654db1b6b5d.html,sina,
2017-10-30,中泰证券,600229,城市传媒,"推荐城市传媒:业绩增长超预期,主题书店与IP运营深化推进",webcache\20171030\webcache-1495c654db1b6b5d.html,sina,
2017-10-30,中泰证券,600229,城市传媒,"推荐城市传媒:业绩增长超预期,主题书店与IP运营深化推进",webcache\20171030\webcache-1495c654db1b6b5d.html,sina,
2017-10-30,国金证券,603579,荣泰健康,"   
    投资建议   
    荣泰健康在内销爆发式增长的同时积极开拓共享按摩经济,公司收入快速增长验证行业景气度较高,我们认为利润端增速将在费用投放平稳后逐步加快",webcache\20171030\webcache-785bd27aacf83087.html,sina,
2017-10-30,国金证券,603579,荣泰健康,"推荐荣泰健康:收入增长加速,业绩释放可期",webcache\20171030\webcache-785bd27aacf83087.html,sina,
2017-10-30,国金证券,603579,荣泰健康,"推荐荣泰健康:收入增长加速,业绩释放可期",webcache\20171030\webcache-785bd27aacf83087.html,sina,
2017-10-30,国金证券,603579,荣泰健康,"推荐荣泰健康:收入增长加速,业绩释放可期",webcache\20171030\webcache-785bd27aacf83087.html,sina,
2017-10-30,上海证券,002696,百洋股份,"推荐百洋股份2017年三季报点评:火星时代并表增厚业绩,数字艺术龙头成长可期",webcache\20171030\webcache-8dba2c26fb69468.html,sina,
2017-10-30,中信建投,600663,陆家嘴,"推荐陆家嘴:盘活存量,加速布局",webcache\20171030\webcache-84455ade12a1635.html,sina,
2017-10-30,中信建投,600663,陆家嘴,"推荐陆家嘴:盘活存量,加速布局",webcache\20171030\webcache-84455ade12a1635.html,sina,
